t,UABreal,UFD,IFD,UAB
5.85,100.03,112.66,1016.8,1.0003
5.855,100.04,112.29,1020.3,1.0004
5.86,100.01,112.47,1022.9,1.0001
5.865,100.03,112.14,1024.9,1.0003
5.87,100,112.34,1025.8,1
5.875,100.02,112.46,1024.5,1.0002
5.88,99.994,112.62,1021.4,0.99994
5.885,100.01,112.07,1019,1.0001
5.89,99.973,111.97,1018.5,0.99973
5.895,99.993,111.62,1015.9,0.99993
5.9,99.965,111.82,1017,0.99965
5.905,99.985,111.69,1019.6,0.99985
5.91,99.959,111.96,1019.4,0.99959
5.915,99.976,111.66,1019.8,0.99976
5.92,99.939,111.8,1021.7,0.99939
5.925,99.967,111.54,1019.9,0.99967
5.93,99.926,111.61,1021.6,0.99926
5.935,99.953,111.66,1023,0.99953
5.94,99.923,112.11,1022.1,0.99923
5.945,99.953,112.35,1022.6,0.99953
5.95,99.91,112.58,1021.5,0.9991
5.955,99.947,111.84,1022.7,0.99947
5.96,99.898,111.76,1021.9,0.99898
5.965,99.928,111.78,1020.6,0.99928
5.97,99.893,111.92,1020.9,0.99893
5.975,99.92,112.02,1022.2,0.9992
5.98,99.889,112.22,1023.8,0.99889
5.985,99.92,111.54,1024,0.9992
5.99,99.888,111.78,1025.1,0.99888
5.995,99.92,111.73,1022.1,0.9992
6,99.884,111.88,1019,0.99884
6.005,99.919,111.72,1018.4,0.99919
6.01,99.882,111.81,1016.7,0.99882
6.015,99.915,111.66,1015.8,0.99915
6.02,99.887,112.21,1016,0.99887
6.025,99.926,112.17,1017.2,0.99926
6.03,99.886,112.39,1018.1,0.99886
6.035,99.931,111.89,1019.1,0.99931
6.04,99.884,111.73,1021.8,0.99884
6.045,99.922,111.37,1021.1,0.99922
6.05,99.89,111.53,1022,0.9989
6.055,99.92,111.86,1021.8,0.9992
6.06,99.898,111.98,1018.9,0.99898
6.065,99.933,111.95,1018.8,0.99933
6.07,99.909,112.22,1017.7,0.99909
6.075,99.949,111.51,1019.4,0.99949
6.08,99.923,111.76,1021.6,0.99923
6.085,99.957,111.77,1022.7,0.99957
6.09,99.932,111.94,1022.8,0.99932
6.095,99.967,112.08,1022.3,0.99967
6.1,99.934,112.28,1023,0.99934
6.105,99.973,111.97,1023.1,0.99973
6.11,99.942,112.05,1024.2,0.99942
6.115,99.981,111.77,1024.3,0.99981
6.12,99.959,111.88,1021.5,0.99959
6.125,99.99,111.93,1019.4,0.9999
6.13,99.96,112.47,1019.4,0.9996
6.135,99.993,112.21,1019.4,0.99993
6.14,99.979,112.38,1022.7,0.99979
6.145,100.01,111.79,1026.2,1.0001
6.15,100,111.69,1025.4,1
6.155,100.03,111.7,1025.2,1.0003
6.16,100.01,111.9,1023.6,1.0001
6.165,100.04,111.85,1021.9,1.0004
6.17,100.02,112.02,1022.6,1.0002
6.175,100.05,111.77,1019.5,1.0005
6.18,100.02,112.16,1018.3,1.0002
6.185,100.05,112.22,1016.5,1.0005
6.19,100.03,112.31,1015.1,1.0003
6.195,100.05,111.86,1016.1,1.0005
6.2,100.04,111.78,1019.3,1.0004
6.205,100.06,111.2,1022.2,1.0006
6.21,100.04,111.57,1022.8,1.0004
6.215,100.07,111.15,1021.7,1.0007
6.22,100.05,111.45,1019.9,1.0005
6.225,100.08,111.57,1018,1.0008
6.23,100.07,111.59,1018.2,1.0007
6.235,100.09,111.7,1020.7,1.0009
6.24,100.06,111.91,1018.8,1.0006
6.245,100.08,111.42,1019.7,1.0008
6.25,100.05,111.73,1018.7,1.0005
6.255,100.07,111.43,1020.3,1.0007
6.26,100.05,111.44,1023.6,1.0005
6.265,100.07,111.6,1023.9,1.0007
6.27,100.03,112,1024.4,1.0003
6.275,100.06,112.28,1023.1,1.0006
6.28,100.04,112.48,1020.2,1.0004
6.285,100.07,112.33,1018.5,1.0007
6.29,100.04,112.46,1019.9,1.0004
6.295,100.06,111.91,1017.7,1.0006
6.3,100.03,112.27,1017.7,1.0003
6.305,100.04,111.73,1019.8,1.0004
6.31,100.02,111.65,1018.6,1.0002
6.315,100.04,111.82,1021.3,1.0004
6.32,100,111.84,1024.1,1
6.325,100.02,111.64,1023.6,1.0002
6.33,99.991,111.88,1024.8,0.99991
6.335,100.01,111.66,1023.6,1.0001
6.34,99.98,111.89,1020.9,0.9998
6.345,100,111.94,1020.4,1
6.35,99.968,112.05,1019.1,0.99968
6.355,99.984,111.15,1020,0.99984
6.36,99.954,111.63,1019.8,0.99954
6.365,99.975,111.2,1018.3,0.99975
6.37,99.942,111.43,1018.7,0.99942
6.375,99.971,111.45,1018.1,0.99971
6.38,99.935,111.51,1021.7,0.99935
6.385,99.964,111.67,1024.4,0.99964
6.39,99.92,111.84,1025.3,0.9992
6.395,99.955,111.63,1022.3,0.99955
6.4,99.898,111.66,1018.7,0.99898
6.405,99.933,111.51,1015.2,0.99933
6.41,99.888,111.76,1013.6,0.99888
6.415,99.924,111.61,1017.7,0.99924
6.42,99.885,111.75,1020.6,0.99885
6.425,99.922,110.99,1024.3,0.99922
6.43,99.884,111.15,1025,0.99884
6.435,99.916,110.83,1022.4,0.99916
6.44,99.886,111.32,1022.8,0.99886
6.445,99.917,111.76,1022.5,0.99917
6.45,99.88,111.92,1023.4,0.9988
6.455,99.913,112.18,1022.7,0.99913
6.46,99.869,112.14,1019.4,0.99869
6.465,99.905,111.94,1016.2,0.99905
6.47,99.866,112.2,1014.5,0.99866
6.475,99.905,112.1,1016.5,0.99905
6.48,99.861,112.28,1019.7,0.99861
6.485,99.902,112.17,1021.6,0.99902
6.49,99.857,112.33,1023,0.99857
6.495,99.899,112.23,1024,0.99899
6.5,99.866,112.42,1022.5,0.99866
6.505,99.909,112.05,1021.4,0.99909
6.51,99.877,112.52,1021.8,0.99877
6.515,99.917,112.2,1017.4,0.99917
6.52,99.892,112.32,1016.8,0.99892
6.525,99.939,111.63,1018.3,0.99939
6.53,99.914,111.49,1016.7,0.99914
6.535,99.957,110.99,1021.8,0.99957
6.54,99.923,111.18,1024.3,0.99923
6.545,99.963,111.03,1023.7,0.99963
6.55,99.928,111.22,1025.1,0.99928
6.555,99.965,111.34,1023.2,0.99965
6.56,99.936,111.56,1020,0.99936
6.565,99.974,111.36,1018.3,0.99974
6.57,99.945,111.53,1017.2,0.99945
6.575,99.985,111.21,1015.7,0.99985
6.58,99.964,111.41,1016.6,0.99964
6.585,99.998,111.53,1017.5,0.99998
6.59,99.978,111.79,1017.3,0.99978
6.595,100.01,111.44,1017.6,1.0001
6.6,99.995,111.61,1019.4,0.99995
6.605,100.03,111.14,1020.7,1.0003
6.61,100.01,111.27,1022.4,1.0001
6.615,100.04,110.96,1024.4,1.0004
6.62,100,111.19,1021.6,1
6.625,100.03,111.01,1019.4,1.0003
6.63,100.01,111.17,1017.3,1.0001
6.635,100.04,111.31,1016.1,1.0004
6.64,100.01,111.6,1017,1.0001
6.645,100.04,111.51,1020.1,1.0004
6.65,100.02,111.8,1021.3,1.0002
6.655,100.05,111.26,1020.8,1.0005
6.66,100.04,111.27,1021.5,1.0004
6.665,100.06,111.05,1017.7,1.0006
6.67,100.04,111.23,1018.7,1.0004
6.675,100.07,111.17,1017.2,1.0007
6.68,100.04,111.62,1016.3,1.0004
6.685,100.06,111.52,1016.9,1.0006
6.69,100.03,111.88,1016,1.0003
6.695,100.06,111.56,1019.8,1.0006
6.7,100.03,111.76,1020.2,1.0003
6.705,100.05,111.74,1023.6,1.0005
6.71,100.02,111.76,1023.9,1.0002
6.715,100.05,111.58,1019.9,1.0005
6.72,100.02,111.38,1018.9,1.0002
6.725,100.04,111.21,1016.1,1.0004
6.73,100.02,111.4,1016.3,1.0002
6.735,100.04,111.18,1018.1,1.0004
6.74,100.01,111.67,1018.1,1.0001
6.745,100.03,111.41,1017.8,1.0003
6.75,100,111.58,1016.4,1
6.755,100.03,111.38,1017.9,1.0003
6.76,99.991,111.5,1021.6,0.99991
6.765,100.01,111.47,1024.3,1.0001
6.77,99.973,111.56,1026.2,0.99973
6.775,100,111.63,1023.4,1
6.78,99.963,111.84,1020.4,0.99963
6.785,99.99,111.57,1016.4,0.9999
6.79,99.953,111.89,1015.3,0.99953
6.795,99.976,111.46,1017.8,0.99976
6.8,99.94,111.83,1017.4,0.9994
6.805,99.965,111.65,1019.6,0.99965
6.81,99.931,112.02,1018.8,0.99931
6.815,99.96,112.31,1018.9,0.9996
6.82,99.916,112.3,1021.7,0.99916
6.825,99.945,112.17,1023.1,0.99945
6.83,99.898,112.17,1025.1,0.99898
6.835,99.934,111.77,1021.6,0.99934
6.84,99.89,112.11,1019.6,0.9989
6.845,99.93,111.79,1016.4,0.9993
6.85,99.887,112.16,1015.8,0.99887
6.855,99.927,111.82,1018.4,0.99927
6.86,99.879,112.04,1018.9,0.99879
6.865,99.917,111.93,1021.1,0.99917
6.87,99.868,111.93,1021.3,0.99868
6.875,99.902,111.93,1021.3,0.99902
6.88,99.866,112.14,1023.3,0.99866
6.885,99.902,111.68,1020.6,0.99902
6.89,99.863,111.83,1020.4,0.99863
6.895,99.909,111.11,1020.5,0.99909
6.9,99.859,111.08,1017.8,0.99859
6.905,99.899,111.17,1018.2,0.99899
6.91,99.859,111.59,1017.2,0.99859
6.915,99.902,111.61,1017.1,0.99902
6.92,99.86,111.97,1019.7,0.9986
6.925,99.915,111.21,1020.8,0.99915
6.93,99.867,111.34,1021.8,0.99867
6.935,99.912,111.17,1021.5,0.99912
6.94,99.875,111.46,1021,0.99875
6.945,99.909,111.73,1019.6,0.99909
6.95,99.879,111.71,1018.4,0.99879
6.955,99.92,111.43,1019.4,0.9992
6.96,99.893,111.57,1017,0.99893
6.965,99.943,111,1020.1,0.99943
6.97,99.909,111.19,1021.3,0.99909
6.975,99.955,111.04,1018.9,0.99955
6.98,99.92,111.26,1022.3,0.9992
6.985,99.958,111.45,1021.7,0.99958
6.99,99.919,111.73,1022.5,0.99919
6.995,99.959,111.68,1024.1,0.99959
7,99.925,111.9,1021.4,0.99925
7.005,99.969,111.38,1019.1,0.99969
7.01,99.943,111.6,1017.2,0.99943
7.015,99.979,111.58,1017.1,0.99979
7.02,99.959,111.72,1018.1,0.99959
7.025,99.995,111.77,1021.2,0.99995
7.03,99.969,112.12,1022.2,0.99969
7.035,100,111.96,1022.4,1
7.04,99.984,112,1021.7,0.99984
7.045,100.02,111.68,1020.1,1.0002
7.05,99.994,112.01,1021.1,0.99994
7.055,100.03,111.92,1019.3,1.0003
7.06,99.996,112.44,1019.1,0.99996
7.065,100.03,112.43,1017.9,1.0003
7.07,99.999,112.63,1016.7,0.99999
7.075,100.03,112.52,1018.9,1.0003
7.08,100.01,112.47,1021.9,1.0001
7.085,100.04,112.39,1025.1,1.0004
7.09,100.02,112.59,1025.7,1.0002
7.095,100.05,112.28,1024.5,1.0005
7.1,100.03,112.43,1021.1,1.0003
7.105,100.06,112.01,1016.9,1.0006
7.11,100.04,111.86,1015.8,1.0004
7.115,100.06,111.1,1016.9,1.0006
7.12,100.03,111.53,1016.7,1.0003
7.125,100.05,111.34,1020,1.0005
7.13,100.02,111.66,1021,1.0002
7.135,100.04,111.8,1019.3,1.0004
7.14,100.01,111.99,1022.9,1.0001
7.145,100.04,111.93,1022.1,1.0004
7.15,100.01,111.94,1022.2,1.0001
7.155,100.04,111.52,1021.1,1.0004
7.16,100.01,111.73,1018.1,1.0001
7.165,100.03,111.35,1016.3,1.0003
7.17,100,111.58,1016,1
7.175,100.02,111.58,1017.7,1.0002
7.18,99.988,111.52,1020.6,0.99988
7.185,100.01,111.46,1023.7,1.0001
7.19,99.97,111.78,1024.7,0.9997
7.195,99.998,111.24,1021.9,0.99998
7.2,99.955,111.45,1018.6,0.99955
7.205,99.986,111.3,1015.3,0.99986
7.21,99.947,111.67,1015.5,0.99947
7.215,99.979,111.81,1016.7,0.99979
7.22,99.943,112.28,1016.5,0.99943
7.225,99.969,112,1017.3,0.99969
7.23,99.929,112.2,1015.6,0.99929
7.235,99.958,112.2,1018.1,0.99958
7.24,99.917,112.38,1021.4,0.99917
7.245,99.949,112,1021.7,0.99949
7.25,99.907,112.2,1023.3,0.99907
7.255,99.943,111.99,1020.9,0.99943
7.26,99.879,111.9,1017.6,0.99879
7.265,99.924,111.37,1017.8,0.99924
7.27,99.87,111.62,1017.2,0.9987
7.275,99.914,111.45,1018.5,0.99914
7.28,99.872,111.68,1021.8,0.99872
7.285,99.91,111.52,1022.5,0.9991
7.29,99.861,111.48,1023,0.99861
7.295,99.899,111.16,1023.2,0.99899
7.3,99.859,111.56,1022.6,0.99859
7.305,99.898,111.73,1020.5,0.99898
7.31,99.859,112.08,1020.9,0.99859
7.315,99.903,111.78,1019.6,0.99903
7.32,99.85,111.78,1017.9,0.9985
7.325,99.897,111.62,1018.2,0.99897
7.33,99.843,111.71,1016.7,0.99843
7.335,99.894,111.31,1018.5,0.99894
7.34,99.849,111.67,1021,0.99849
7.345,99.897,111.43,1023,0.99897
7.35,99.852,111.53,1024.5,0.99852
7.355,99.899,111.25,1021.7,0.99899
7.36,99.867,111.35,1018,0.99867
7.365,99.917,110.8,1015.6,0.99917
7.37,99.883,111.15,1014.1,0.99883
7.375,99.926,111.25,1016.8,0.99926
7.38,99.891,111.54,1018.9,0.99891
7.385,99.933,111.68,1021.6,0.99933
7.39,99.9,111.92,1022,0.999
7.395,99.95,111.38,1020,0.9995
7.4,99.909,111.46,1019.4,0.99909
7.405,99.955,111.25,1016.6,0.99955
7.41,99.915,111.29,1016.8,0.99915
7.415,99.958,111.27,1017.9,0.99958
7.42,99.927,111.62,1016.5,0.99927
7.425,99.97,111.42,1016.8,0.9997
7.43,99.94,111.78,1015.5,0.9994
7.435,99.979,111.74,1016.9,0.99979
7.44,99.956,111.93,1020.5,0.99956
7.445,99.996,111.72,1023,0.99996
7.45,99.977,111.83,1024.9,0.99977
7.455,100.01,111.59,1022.3,1.0001
7.46,99.986,111.64,1018.9,0.99986
7.465,100.02,111.45,1015.9,1.0002
7.47,99.991,111.58,1014.1,0.99991
7.475,100.02,111.39,1015.8,1.0002
7.48,99.997,111.77,1017,0.99997
7.485,100.03,111.55,1019.7,1.0003
7.49,100,111.93,1020.3,1
7.495,100.03,111.7,1019.8,1.0003
7.5,100.01,111.8,1020.6,1.0001
7.505,100.04,111.6,1018.3,1.0004
7.51,100.02,111.94,1019.5,1.0002
7.515,100.05,111.92,1019.2,1.0005
7.52,100.02,112.16,1017.5,1.0002
7.525,100.05,111.91,1017.8,1.0005
7.53,100.02,112.19,1017.4,1.0002
7.535,100.04,112,1017.9,1.0004
7.54,100,112.46,1019.2,1
7.545,100.03,112.39,1021.5,1.0003
7.55,100,112.42,1021.6,1
7.555,100.03,112.06,1020.6,1.0003
7.56,100,112.1,1020.4,1
7.565,100.02,111.82,1017.4,1.0002
7.57,100,111.94,1016.9,1
7.575,100.02,111.65,1018.2,1.0002
7.58,99.992,111.84,1017.6,0.99992
7.585,100.02,111.63,1020,1.0002
7.59,99.983,111.86,1019.8,0.99983
7.595,100.01,111.67,1020,1.0001
7.6,99.966,111.91,1022.8,0.99966
7.605,99.997,111.65,1021,0.99997
7.61,99.949,111.84,1022.3,0.99949
7.615,99.979,111.56,1019.4,0.99979
7.62,99.938,111.82,1016.3,0.99938
7.625,99.966,111.64,1016.2,0.99966
7.63,99.925,111.93,1014.6,0.99925
7.635,99.955,111.86,1018.1,0.99955
7.64,99.912,112,1021.1,0.99912
7.645,99.947,111.73,1023.1,0.99947
7.65,99.902,111.89,1024.2,0.99902
7.655,99.941,111.69,1021.7,0.99941
7.66,99.888,111.93,1020.1,0.99888
7.665,99.93,111.81,1017.4,0.9993
7.67,99.873,111.96,1016.8,0.99873
7.675,99.918,111.7,1018.4,0.99918
7.68,99.861,111.83,1018,0.99861
7.685,99.905,111.6,1020.8,0.99905
7.69,99.854,111.83,1020.6,0.99854
7.695,99.896,111.61,1020.3,0.99896
7.7,99.853,111.87,1022.4,0.99853
7.705,99.895,111.71,1021,0.99895
7.71,99.852,111.8,1021.9,0.99852
7.715,99.894,111.69,1020.2,0.99894
7.72,99.849,111.96,1017.4,0.99849
7.725,99.898,111.68,1016.9,0.99898
7.73,99.849,112.05,1015.3,0.99849
7.735,99.901,111.82,1018,0.99901
7.74,99.845,111.94,1020.9,0.99845
7.745,99.897,111.77,1023.1,0.99897
7.75,99.846,111.71,1025,0.99846
7.755,99.895,111.4,1021.4,0.99895
7.76,99.857,111.53,1018.5,0.99857
7.765,99.903,111.4,1015.8,0.99903
7.77,99.87,111.62,1013.8,0.9987
7.775,99.916,111.68,1015.5,0.99916
7.78,99.882,112.06,1015.5,0.99882
7.785,99.932,111.87,1016.9,0.99932
7.79,99.893,112.4,1017.7,0.99893
7.795,99.943,112.18,1018.9,0.99943
7.8,99.9,112.36,1022.1,0.999
7.805,99.95,112,1020.6,0.9995
7.81,99.907,112.11,1022,0.99907
7.815,99.956,111.7,1019.8,0.99956
7.82,99.923,111.82,1016.4,0.99923
7.825,99.968,111.61,1017.3,0.99968
7.83,99.948,111.63,1016.5,0.99948
7.835,99.992,111.37,1019.3,0.99992
7.84,99.968,111.59,1022.6,0.99968
7.845,100.01,111.38,1023.7,1.0001
7.85,99.976,111.81,1024.4,0.99976
7.855,100.01,111.63,1021.6,1.0001
7.86,99.983,111.84,1018.8,0.99983
7.865,100.02,111.68,1016.7,1.0002
7.87,99.985,111.95,1016.1,0.99985
7.875,100.02,111.83,1018,1.0002
7.88,100,111.9,1020.9,1
7.885,100.04,111.84,1023.5,1.0004
7.89,100.02,111.72,1024.2,1.0002
7.895,100.06,111.41,1023.5,1.0006
7.9,100.03,111.78,1022.4,1.0003
7.905,100.06,111.43,1019.9,1.0006
7.91,100.02,111.85,1019.5,1.0002
7.915,100.05,111.21,1021.1,1.0005
7.92,100.02,111.51,1018.6,1.0002
7.925,100.05,111.12,1021.4,1.0005
7.93,100.01,111.18,1020.8,1.0001
7.935,100.04,111.62,1020.9,1.0004
7.94,100.01,111.76,1024.7,1.0001
7.945,100.03,111.75,1023.5,1.0003
7.95,100,111.93,1023.9,1
7.955,100.03,111.51,1020.1,1.0003
7.96,100,111.56,1016.5,1
7.965,100.03,111.49,1014.6,1.0003
7.97,99.998,111.99,1013.8,0.99998
7.975,100.02,111.74,1017.3,1.0002
7.98,99.982,112.09,1020.2,0.99982
7.985,100.01,111.73,1023.6,1.0001
7.99,99.967,111.92,1024.2,0.99967
7.995,100,111.72,1022.2,1
8,99.951,111.94,1020.8,0.99951
8.005,99.985,111.73,1017,0.99985
8.01,99.936,111.66,1015.8,0.99936
8.015,99.968,111.28,1017.7,0.99968
8.02,99.92,111.27,1019.4,0.9992
8.025,99.949,110.81,1021,0.99949
8.03,99.907,111.27,1021.5,0.99907
8.035,99.94,111.25,1020.5,0.9994
8.04,99.898,111.77,1021.1,0.99898
8.045,99.939,111.88,1021.5,0.99939
8.05,99.889,112.2,1023,0.99889
8.055,99.934,111.95,1020.7,0.99934
8.06,99.87,112.09,1017.1,0.9987
8.065,99.918,111.76,1016.2,0.99918
8.07,99.855,111.81,1014.3,0.99855
8.075,99.9,111.52,1017.8,0.999
8.08,99.851,111.67,1021.3,0.99851
8.085,99.895,111.34,1022.5,0.99895
8.09,99.849,111.53,1024.3,0.99849
8.095,99.894,111.28,1021.2,0.99894
8.1,99.844,111.38,1017.6,0.99844
8.105,99.892,111.36,1016.3,0.99892
8.11,99.839,111.52,1014.5,0.99839
8.115,99.891,111.33,1017.4,0.99891
8.12,99.842,111.8,1018.1,0.99842
8.125,99.898,111.32,1020.6,0.99898
8.13,99.848,111.75,1021.2,0.99848
8.135,99.897,111.85,1020.3,0.99897
8.14,99.845,112.1,1023,0.99845
8.145,99.895,111.94,1019.8,0.99895
8.15,99.854,111.83,1019.2,0.99854
8.155,99.907,111.3,1018.5,0.99907
8.16,99.874,111.3,1015.9,0.99874
8.165,99.929,110.96,1017.7,0.99929
8.17,99.89,111.33,1018.2,0.9989
8.175,99.942,111.15,1018.6,0.99942
8.18,99.899,111.34,1020.6,0.99899
8.185,99.947,111.23,1019,0.99947
8.19,99.902,111.46,1020.2,0.99902
8.195,99.951,111.19,1018.2,0.99951
8.2,99.91,111.61,1016.1,0.9991
8.205,99.958,111.24,1016.7,0.99958
8.21,99.92,111.56,1015.1,0.9992
8.215,99.964,111.71,1018.1,0.99964
8.22,99.941,111.86,1020.2,0.99941
8.225,99.983,111.98,1022.3,0.99983
8.23,99.963,112.09,1023.8,0.99963
8.235,100,111.56,1021.7,1
8.24,99.976,111.68,1019.4,0.99976
8.245,100.01,111.45,1017,1.0001
8.25,99.981,111.62,1015.4,0.99981
8.255,100.02,111.55,1016.6,1.0002
8.26,99.985,111.89,1016.7,0.99985
8.265,100.02,111.7,1019.9,1.0002
8.27,99.991,112.08,1020.3,0.99991
8.275,100.02,111.87,1019.4,1.0002
8.28,100,112.12,1022.2,1
8.285,100.03,112.07,1019.3,1.0003
8.29,100.01,112.31,1021,1.0001
8.295,100.05,112.25,1020.4,1.0005
8.3,100.02,112.47,1017.3,1.0002
8.305,100.04,111.9,1019.1,1.0004
8.31,100.01,111.94,1017.6,1.0001
8.315,100.04,111.46,1019.6,1.0004
8.32,100,111.55,1022.8,1
8.325,100.02,111.36,1020.7,1.0002
8.33,99.992,111.75,1021.6,0.99992
8.335,100.02,111.48,1019.4,1.0002
8.34,99.987,111.8,1016.7,0.99987
8.345,100.01,111.57,1016.5,1.0001
8.35,99.979,111.76,1015.4,0.99979
8.355,100.01,111.87,1017.5,1.0001
8.36,99.973,112.1,1018.3,0.99973
8.365,100.01,112.21,1021.7,1.0001
8.37,99.969,112.44,1022.3,0.99969
8.375,100,112.23,1021.6,1
8.38,99.951,112.46,1022.3,0.99951
8.385,99.984,112,1018.5,0.99984
8.39,99.932,112.07,1018,0.99932
8.395,99.963,111.54,1019.1,0.99963
8.4,99.917,111.59,1018.6,0.99917
8.405,99.949,111.32,1022.4,0.99949
8.41,99.904,111.53,1022.9,0.99904
8.415,99.941,111.31,1021.6,0.99941
8.42,99.89,111.68,1023.4,0.9989
8.425,99.935,111.59,1020.9,0.99935
8.43,99.882,111.96,1021.7,0.99882
8.435,99.931,111.89,1021.8,0.99931
8.44,99.871,112.1,1018.6,0.99871
8.445,99.917,112.06,1018.2,0.99917
8.45,99.856,112.28,1016.3,0.99856
8.455,99.9,111.89,1017,0.999
8.46,99.846,111.9,1019.5,0.99846
8.465,99.893,111.39,1019.3,0.99893
8.47,99.843,111.51,1021.2,0.99843
8.475,99.892,111.43,1019.1,0.99892
8.48,99.839,111.67,1016.4,0.99839
8.485,99.892,111.44,1016.7,0.99892
8.49,99.839,111.64,1014.7,0.99839
8.495,99.896,111.37,1016.9,0.99896
8.5,99.84,111.7,1019.7,0.9984
8.505,99.894,111.66,1022.1,0.99894
8.51,99.837,111.91,1023.7,0.99837
8.515,99.888,111.67,1021.9,0.99888
8.52,99.845,111.86,1020.1,0.99845
8.525,99.896,111.6,1016.8,0.99896
8.53,99.859,111.7,1015.5,0.99859
8.535,99.913,111.43,1017.4,0.99913
8.54,99.876,111.67,1017.5,0.99876
8.545,99.932,111.39,1020.7,0.99932
8.55,99.89,111.67,1021.7,0.9989
8.555,99.943,111.61,1020.6,0.99943
8.56,99.897,111.83,1022.1,0.99897
8.565,99.948,111.68,1018.9,0.99948
8.57,99.904,111.94,1019.3,0.99904
8.575,99.954,111.62,1018.6,0.99954
8.58,99.928,111.65,1017.9,0.99928
8.585,99.976,111.47,1019.9,0.99976
8.59,99.951,111.58,1019,0.99951
8.595,99.997,111.39,1019.8,0.99997
8.6,99.962,111.78,1021.6,0.99962
8.605,100,111.44,1020.2,1
8.61,99.972,111.76,1021.4,0.99972
8.615,100.01,111.48,1020.3,1.0001
8.62,99.979,111.7,1016.8,0.99979
8.625,100.02,111.59,1016.8,1.0002
8.63,99.981,111.78,1014.8,0.99981
8.635,100.02,111.69,1016.9,1.0002
8.64,99.994,111.88,1020.3,0.99994
8.645,100.03,111.64,1022.3,1.0003
8.65,100,112.08,1023.3,1
8.655,100.03,111.84,1021.3,1.0003
8.66,100,112,1018.3,1
8.665,100.04,111.66,1016,1.0004
8.67,100.01,111.67,1015.3,1.0001
8.675,100.05,111.37,1017.2,1.0005
8.68,100,111.66,1018.7,1
8.685,100.04,111.56,1021.9,1.0004
8.69,99.998,111.8,1022.8,0.99998
8.695,100.03,111.85,1022.8,1.0003
8.7,100,112.08,1022.7,1
8.705,100.03,111.87,1019.2,1.0003
8.71,100,112.06,1019.2,1
8.715,100.02,111.7,1017.9,1.0002
8.72,99.987,111.87,1016.9,0.99987
8.725,100.01,111.85,1017.8,1.0001
8.73,99.975,112.14,1017.1,0.99975
8.735,100,111.9,1017.9,1
8.74,99.959,112.2,1020.3,0.99959
8.745,99.996,111.73,1019.1,0.99996
8.75,99.941,111.89,1020.5,0.99941
8.755,99.976,111.63,1018.7,0.99976
8.76,99.928,111.83,1015.5,0.99928
8.765,99.96,111.68,1017.5,0.9996
8.77,99.914,111.87,1015.7,0.99914
8.775,99.949,111.63,1017.7,0.99949



